1_grams,Frequency
nepal,894
bangladesh,325
lanka,305
india,251
sri,201
afghan,198
afghanistan,193
killed,175
pm,170
taliban,163
us,150
ltte,150
president,136
new,127
attack,123
lankan,112
army,102
maoists,101
indian,100
myanmar,97
un,95
war,95
kabul,90
china,89
says,89
govt,78
maldives,78
dead,76
kills,75
chief,74
police,73
rajapaksa,71
quake,68
death,64
earthquake,63
polls,62
may,60
court,58
leader,57
pakistan,56
everest,55
prachanda,53
official,51
tamil,50
prabhakaran,49
visit,48
top,48
ex,48
south,47
sobhraj,47
military,47
2,46
election,45
suicide,44
crisis,43
bangla,43
hasina,43
toll,42
maoist,42
blast,41
poll,41
bomb,41
kill,40
violence,40
party,40
minister,40
rohingya,40
peace,40
pak,39
near,39
suu,39
people,39
3,39
kyi,39
hit,38
000,38
first,38
troops,37
forces,37
fonseka,37
civilians,37
terror,36
dhaka,36
officials,36
missing,34
opposition,34
hits,34
north,33
indonesia,33
end,33
5,33
least,32
day,32
zia,32
japan,32
asks,32
deal,31
bhutan,31
vote,31
kathmandu,31
two,31
fire,31
probe,30
6,30
talks,30
seeks,30
parties,29
border,29
soldiers,29
10,29
calls,29
protests,29
aid,29
parliament,28
row,28
korea,28
1,28
attacks,28
year,28
set,27
nato,27
plane,27
king,27
4,27
karzai,27
envoy,27
arrested,27
man,27
battle,27
12,26
life,26
gets,26
help,26
woman,26
fresh,26
rebels,26
former,26
ban,26
hindu,26
power,26
security,26
government,26
strike,25
take,25
airport,25
claims,24
crimes,24
years,24
militants,24
women,24
car,23
three,23
son,23
begins,23
jail,23
khaleda,23
islamist,23
old,22
leaders,22
killing,22
one,22
urges,21
bus,21
meet,21
8,21
20,21
political,21
fight,21
malaysia,21
anti,21
indians,21
state,21
injured,21
tamils,21
return,21
air,21
crash,20
foreign,20
time,20
protest,20
pashupatinath,20
7,20
another,20
free,20
modi,20
ahead,20
arrest,20
indonesian,20
capital,19
report,19
rejects,19
get,19
held,19
prez,19
asia,19
justice,19
bdr,19
arrests,19
uk,19
qaida,19
ties,19
amid,19
case,19
back,19
constitution,19
law,19
would,18
obama,18
murder,18
say,18
chinese,18
win,18
among,17
shot,17
world,17
base,17
clashes,17
international,17
last,17
wins,17
still,17
temple,17
militant,17
nasheed,16
high,16
fails,16
four,16
rights,16
nepalese,16
storm,16
child,16
blogger,16
fears,16
arms,16
could,16
jamaat,16
go,16
human,16
massacre,15
ruling,15
elections,15
gunmen,15
ready,15
release,15
rescue,15
goes,15
call,15
100,15
process,15
ends,15
sea,15
magnitude,15
likely,15
days,15
victims,15
philippines,15
afghans,15
siege,15
hold,15
ceasefire,15
13,15
nepali,15
found,15
sc,14
saarc,14
tigers,14
30,14
15,14
big,14
general,14
singapore,14
cabinet,14
office,14
bomber,14
11,14
house,14
islamic,14
five,14
24,14
today,13
national,13
18,13
bid,13
trip,13
dies,13
aide,13
home,13
deadly,13
six,13
mission,13
face,13
landslide,13
14,13
9,13
post,13
hundreds,13
relief,13
buddha,13
next,13
faces,13
floods,12
media,12
philippine,12
leaves,12
embassy,12
wounded,12
votes,12
accident,12
hindi,12
warns,12
bank,12
summit,12
panel,12
force,12
sheikh,12
muslims,12
navy,12
al,12
priests,12
let,12
mount,12
sentence,12
tv,12
nuclear,12
coup,12
1971,12
victory,11
elect,11
hamid,11
group,11
men,11
join,11
claim,11
thousands,11
slams,11
refugees,11
operations,11
royal,11
northern,11
delhi,11
50,11
gyanendra,11
die,11
offers,11
presidential,11
body,11
city,11
upholds,11
bombs,11
key,11
charges,11
charles,11
bodies,11
thailand,11
role,11
paras,11
soldier,11
fear,11
21,11
sirisena,11
trial,11
vows,11
team,11
work,11
mutiny,11
british,11
threat,11
hospital,11
special,10
alert,10
factory,10
japanese,10
hours,10
arrives,10
turn,10
17,10
rise,10
disaster,10
deadline,10
tremors,10
tsunami,10
without,10
board,10
wickremesinghe,10
mass,10
cross,10
koirala,10
open,10
find,10
workers,10
consulate,10
hand,10
give,10
palace,10
due,10
plan,10
flood,10
flee,10
support,10
voting,10
fuel,10
trapped,10
lead,10
despite,10
threatens,10
bangladeshi,10
defence,10
seek,10
landslides,10
thai,10
wants,10
rescued,10
turns,10
move,10
behind,10
strikes,10
escape,10
200,10
villagers,10
collapse,9
enter,9
prime,9
mother,9
continues,9
secretary,9
19,9
bandh,9
cadres,9
orders,9
pro,9
becomes,9
schools,9
sex,9
congress,9
wife,9
run,9
red,9
leave,9
blockade,9
airlines,9
eight,9
warning,9
buddhist,9
oath,9
typhoon,9
control,9
targets,9
amnesty,9
emergency,9
23,9
suspected,9
prince,9
blasts,9
camp,9
launches,9
mp,9
offer,9
allow,9
final,9
area,9
test,9
ethnic,9
head,9
girl,9
members,9
meets,9
muslim,9
ghani,9
pact,9
want,9
visits,8
seven,8
animal,8
clash,8
change,8
week,8
dalai,8
lama,8
33,8
mt,8
fishermen,8
issue,8
eid,8
pakistani,8
resolution,8
fighters,8
november,8
trade,8
officers,8
helicopter,8
hindus,8
pranab,8
mps,8
plans,8
children,8
links,8
eyes,8
16,8
tibetan,8
camps,8
civilian,8
form,8
fighting,8
eu,8
safe,8
video,8
mild,8
bail,8
volcano,8
cops,8
term,8
freed,8
flights,8
awaits,8
road,8
tourists,8
isi,8
second,8
family,8
activists,8
af,8
approves,8
use,8
maldivian,8
discuss,8
explosion,8
record,8
killings,8
bnp,8
hacked,8
must,8
million,8
bans,8
terai,8
sl,8
hurt,8
mine,8
response,8
possible,8
mob,8
hotel,8
quits,8
way,8
yet,8
moves,8
push,8
condemns,8
train,8
cafe,8
raid,8
hq,8
areas,8
away,8
film,8
shuts,8
tells,7
look,7
gay,7
policy,7
foreigners,7
sworn,7
comes,7
aung,7
boat,7
fires,7
town,7
alive,7
risk,7
refuses,7
marks,7
san,7
extends,7
hostage,7
lives,7
declares,7
casualties,7
eastern,7
rocks,7
insurgency,7
staff,7
makes,7
make,7
billion,7
drone,7
tomorrow,7
zone,7
democracy,7
yr,7
40,7
race,7
commonwealth,7
isis,7
west,7
indo,7
river,7
verdict,7
close,7
shows,7
alleged,7
takes,7
tibet,7
70,7
braces,7
visa,7
sparks,7
future,7
jails,7
policemen,7
land,7
towards,7
scores,7
disputed,7
issues,7
turnout,7
gives,7
migrants,7
talk,7
step,7
campaign,7
mastermind,7
colombo,7
duterte,7
terrorist,7
rises,7
yunus,7
soon,7
crashes,7
long,7
demands,7
surrender,7
quit,7
pressure,7
80,7
ministry,6
since,6
soil,6
hails,6
killer,6
trying,6
roadside,6
oldest,6
restore,6
loses,6
reach,6
polling,6
attacked,6
tragedy,6
priest,6
esh,6
chopper,6
kicks,6
alliance,6
rape,6
aircraft,6
ferry,6
anniversary,6
detains,6
plant,6
shutdown,6
raises,6
avalanche,6
line,6
region,6
kim,6
guards,6
month,6
food,6
names,6
displaced,6
asian,6
ask,6
hillary,6
fall,6
raise,6
feared,6
returns,6
n,6
safety,6
hopes,6
kandahar,6
jailed,6
hope,6
revolution,6
currency,6
shots,6
terrorism,6
blood,6
hints,6
survivors,6
commander,6
36,6
protesters,6
abdullah,6
capture,6
effort,6
mahinda,6
sentenced,6
night,6
starts,6
couple,6
sherpas,6
hero,6
anger,6
cause,6
mulls,6
school,6
crosses,6
leads,6
surprise,6
country,6
pledges,6
truce,6
blow,6
dream,6
sacking,6
supporters,6
heads,6
nations,6
link,6
cricket,6
majority,6
22,6
project,6
public,6
local,6
keep,6
rules,6
short,6
seat,6
graft,6
sale,6
250,6
wo,6
nearly,6
nears,6
deepens,6
nine,6
little,6
sign,6
shut,6
threaten,6
living,6
transfer,6
resolve,6
released,6
major,6
assembly,6
tourist,6
sacks,6
fair,6
kids,6
b,6
lands,6
responsibility,6
female,6
mullah,6
used,6
