1_grams,Frequency
women,322
men,288
love,259
sex,247
relationship,152
day,134
things,129
make,113
life,110
ways,109
5,103
marriage,94
dating,83
couples,77
get,76
wedding,75
date,71
man,70
people,65
time,64
first,63
woman,61
7,60
pics,60
know,59
online,58
10,57
partner,56
new,55
want,54
friends,54
break,53
better,51
find,51
social,50
indian,49
tips,49
good,48
valentine,47
long,45
happy,43
divorce,41
v,40
say,40
sexual,39
signs,37
girls,37
go,36
best,35
like,35
relationships,35
media,34
year,34
ex,33
6,33
avoid,32
friend,32
turn,32
guy,32
reasons,31
4,31
must,30
one,29
single,28
partners,28
take,28
may,28
says,27
8,27
prefer,27
distance,27
guide,27
romance,26
keep,26
perfect,25
makes,24
fun,24
right,24
deal,24
ideas,23
selfie,23
way,23
work,23
girl,23
need,23
tell,22
top,22
married,22
never,22
impress,21
facebook,21
india,20
friendship,20
every,20
world,20
back,20
porn,20
bad,20
spouse,20
heart,19
age,19
feel,19
give,18
help,18
change,18
law,18
less,18
let,18
meet,18
apps,18
marriages,18
mistakes,18
money,18
still,17
live,17
night,17
always,17
wife,17
stop,17
much,17
fall,16
would,16
look,16
couple,16
rules,16
family,16
simple,16
gift,16
romantic,16
youngsters,16
big,16
home,16
emotional,15
guys,15
study,15
person,15
getting,15
ready,15
spend,15
9,15
true,15
hot,15
zone,15
wives,15
talk,15
revealed,14
think,14
differently,14
enjoy,14
move,14
celebrate,14
secret,14
body,14
self,13
lovers,13
healthy,13
cheat,13
successful,13
happiness,13
likely,13
cheating,13
learn,13
fight,13
secrets,13
types,13
post,13
parents,13
breakup,13
last,13
selfies,13
save,13
bed,12
holi,12
hard,12
end,12
super,12
game,12
lessons,12
behind,12
habits,12
marital,12
dealing,12
boys,12
together,12
stay,12
win,12
try,12
times,12
weddings,12
week,11
beware,11
ever,11
resolutions,11
mind,11
today,11
real,11
important,11
making,11
college,11
actually,11
3,11
cool,11
sleep,11
honeymoon,11
watching,11
affair,11
well,11
propose,11
shopping,11
bring,11
older,11
pre,11
orgasm,11
special,10
city,10
toxic,10
key,10
chauth,10
use,10
smart,10
addiction,10
ladies,10
going,10
spice,10
drive,10
cope,10
risk,10
party,10
gifts,10
husbands,10
around,10
male,10
play,10
stress,10
plan,10
husband,10
infidelity,10
shy,10
could,10
holiday,10
improve,9
kill,9
emotions,9
mother,9
share,9
facts,9
longer,9
us,9
heartbreak,9
looking,9
common,9
got,9
ups,9
playing,9
happier,9
breaking,9
bedroom,9
bollywood,9
modern,9
boyfriend,9
indians,9
young,9
wrong,9
summer,9
living,9
kiss,9
wants,9
start,9
weird,9
friendly,9
really,9
weekend,9
girlfriend,9
loves,9
lose,9
great,8
trend,8
high,8
looks,8
many,8
positive,8
season,8
delhi,8
parties,8
face,8
quiz,8
baby,8
commitment,8
lives,8
mate,8
lead,8
free,8
among,8
sexy,8
rise,8
crazy,8
singles,8
boost,8
mom,8
apart,8
success,8
abuse,8
female,8
budget,8
even,8
sexually,8
become,8
set,7
passion,7
hate,7
karva,7
mates,7
gifting,7
made,7
virtual,7
planning,7
blues,7
offs,7
bizarre,7
power,7
30,7
ruin,7
dream,7
hit,7
past,7
marry,7
games,7
sharing,7
dreams,7
public,7
add,7
2016,7
gen,7
gets,7
choose,7
health,7
group,7
colours,7
finding,7
indore,7
safe,7
house,7
diwali,7
dos,7
kids,7
esteem,7
attractive,7
read,7
places,7
saying,7
survey,7
bliss,7
2015,7
flirt,7
faces,7
pay,7
quirky,7
financial,7
blame,7
watch,7
sexting,7
casual,6
old,6
personal,6
mumbai,6
gay,6
technology,6
taking,6
tricks,6
language,6
females,6
problems,6
personality,6
alone,6
yet,6
surprise,6
tend,6
kind,6
attention,6
forever,6
gender,6
small,6
forget,6
app,6
dates,6
depressed,6
stick,6
navratri,6
ask,6
pick,6
spark,6
reality,6
libido,6
miss,6
lonely,6
put,6
thank,6
creative,6
eyes,6
reveal,6
bond,6
science,6
step,6
official,6
smartphone,6
woo,6
biggest,6
busy,6
everyone,6
predict,6
click,6
15,6
lot,6
without,6
hubby,6
someone,6
hour,6
days,6
christmas,6
popular,6
lady,6
hormone,6
worst,6
soon,6
art,6
beat,6
attracted,6
celebrations,6
stands,6
falling,6
intimate,6
affect,6
away,6
campus,6
internet,6
word,6
yes,6
experience,6
little,6
rich,6
keeping,6
wait,6
spot,6
cook,5
vs,5
activities,5
twitter,5
aggressive,5
sick,5
space,5
blind,5
12,5
takes,5
opt,5
rekindle,5
anger,5
handle,5
honey,5
eye,5
used,5
x,5
leads,5
hide,5
manage,5
survive,5
rape,5
discuss,5
kills,5
youth,5
style,5
fantasies,5
violence,5
networking,5
50,5
fb,5
show,5
movies,5
wired,5
laws,5
lasting,5
priority,5
two,5
reason,5
loving,5
half,5
negative,5
lifestyle,5
story,5
colleagues,5
moments,5
staying,5
proposals,5
heard,5
photo,5
easy,5
teens,5
texting,5
smell,5
horrible,5
mood,5
fat,5
text,5
safety,5
means,5
shades,5
millennials,5
brit,5
vacation,5
dumped,5
crush,5
quickstir,5
five,5
unconventional,5
rebound,5
middle,5
flirting,5
sight,5
lover,5
mums,5
ones,5
daily,5
hours,5
found,5
ten,5
emojis,5
term,5
driving,5
buy,5
domestic,5
exes,5
desire,5
impression,5
score,5
narcissist,5
obsessed,5
remember,5
eat,5
class,5
benefits,5
dear,5
chat,5
housework,5
lie,5
helps,5
monsoon,5
20,4
calm,4
brits,4
drinking,4
chances,4
behaviour,4
death,4
suffering,4
irresistible,4
sites,4
stereotypes,4
steps,4
mr,4
jealousy,4
myth,4
invites,4
close,4
come,4
future,4
extra,4
cause,4
fasting,4
holidays,4
abused,4
bye,4
bonding,4
bonds,4
addicted,4
celebrity,4
killers,4
changes,4
11,4
dying,4
intimacy,4
shop,4
friendships,4
tired,4
touch,4
strong,4
winning,4
foreplay,4
regrets,4
chance,4
daters,4
seduction,4
match,4
walk,4
chores,4
another,4
role,4
kinds,4
filmi,4
alive,4
towards,4
split,4
ok,4
increase,4
loss,4
pretty,4
deep,4
winters,4
scared,4
goals,4
god,4
hangover,4
lust,4
loved,4
lingerie,4
