0,"
"
1,The economy of India is a developing mixed economy
2,"The long-term growth perspective of the Indian economy is positive due to its young population, English proficiency, corresponding low dependency ratio, healthy savings and investment rates, and increasing integration into the global economy"
3,"India has one of the fastest growing service sectors in the world with an annual growth rate above 9% since 2001, which contributed to 57% of GDP in 2012"
4,"The combination of protectionist, import-substitution, Fabian socialism, and social democratic-inspired policies governed India for sometime after the end of British rule"
5,"The citizens of the Indus Valley Civilisation, a permanent settlement that flourished between 2800Â BC and 1800Â BC, practised agriculture, domesticated animals, used uniform weights and measures, made tools and weapons, and traded with other cities"
6,"For a continuous duration of nearly 1700 years from the year 1 AD, India is the top most economy constituting 35 to 40% of world GDP"
7,Maritime trade was carried out extensively between South India and Southeast and West Asia from early times until around the fourteenth century AD
8,Other scholars suggest trading from India to West Asia and Eastern Europe was active between the 14th and 18th centuries
9,"Further north, the Saurashtra and Bengal coasts played an important role in maritime trade, and the Gangetic plains and the Indus valley housed several centres of river-borne commerce"
10,"The Indian economy was large and prosperous under the Mughal Empire, up until the 18th century"
11,"The Mughal Empire had a thriving industrial manufacturing economy, with India producing about 25% of the world's industrial output up until 1750, making it the most important manufacturing center in international trade"
12,"In early modern Europe, there was significant demand for products from Mughal India, particularly cotton textiles, as well as goods such as spices, peppers, indigo, silks and saltpeter "
13,"In the early 18th century, the Mughal Empire declined, as it lost western, central and parts of south and north India to the Maratha Empire, which integrated and continued to administer those regions"
14,There is no doubt that our grievances against the British Empire had a sound basis
15,"From the beginning of the 19th century, the British East India Company's gradual expansion and consolidation of power brought a major change in taxation and agricultural policies, which tended to promote commercialisation of agriculture with a focus on trade, resulting in decreased production of food crops, mass impoverishment and destitution of farmers, and in the short term, led to numerous famines"
16,"Under British rule, India's share of the world economy declined"
17,"British territorial expansion in India throughout the 19th century created an institutional environment that, on paper, guaranteed property rights among the colonisers, encouraged free trade, and created a single currency with fixed exchange rates, standardised weights and measures and capital markets within the company-held territories"
18,The impact of British rule on India's economy is a controversial topic
19,"Several economic historians have argued that real wage decline occurred in the early 19th century, or possibly beginning in the very late 18th century, largely as a result of British imperialism"
